lambda=0.5,T=600000,Single_Price=True,Alg.Cx=1,Alg.Cy=0.005,Alg.Cz=4,soft_constraint=True,,,,,,,,,
499,0.5,1.147700271,1.647700271,20212.63358,40185.6741,94305.98945,1.285714286,1.571428571,1.213254754,1.213254754,1.411764706,1.411764706,0.5,0.285714286,0
500,0.5,1.147700271,1.647700271,19057.05516,38473.23719,141019.8578,1.285714286,1.642857143,1.1457096,1.1457096,1.862745098,1.862745098,0.5,0.357142857,0
501,0.5,1.147700271,1.647700271,30039.52624,48766.32515,134928.7721,1.142857143,1.571428571,1.349374347,1.349374347,1.725490196,1.725490196,0.5,0.428571429,0
502,0.5,1.147700271,1.647700271,23258.59075,42386.86821,133125.4408,1.142857143,1.5,1.255115533,1.255115533,1.764705882,1.764705882,0.5,0.357142857,0
503,0.5,1.147700271,1.647700271,35923.08971,57874.27259,107230.1223,1.428571429,1.571428571,1.449593483,1.449593483,1.352941176,1.352941176,0.5,0.142857143,0
504,0.5,1.147700271,1.647700271,21379.0003,47129.42615,86536.48405,1.357142857,1.928571429,1.324251793,1.324251793,1.196078431,1.196078431,0.5,0.571428571,0
505,0.5,1.147700271,1.647700271,20241.94959,52893.14449,139055.5915,1.214285714,1.571428571,1.403986068,1.403986068,1.725490196,1.725490196,0.5,0.357142857,0
506,0.5,1.147700271,1.647700271,19893.00402,79286.05803,122077.3545,1.357142857,1.785714286,1.665473183,1.665473183,1.098039216,1.098039216,0.5,0.428571429,0
507,0.5,1.147700271,1.647700271,24886.47016,68002.63597,120480.0794,1.285714286,1.857142857,1.559212078,1.559212078,1.392156863,1.392156863,0.5,0.571428571,0
508,0.5,1.147700271,1.647700271,49710.2877,51650.18342,114721.0375,1.142857143,1.857142857,1.376114719,1.376114719,1.509803922,1.509803922,0.5,0.714285714,0
509,0.5,1.147700271,1.647700271,29772.83442,42327.20016,128489.6472,1.142857143,1.571428571,1.251911575,1.251911575,1.725490196,1.725490196,0.5,0.428571429,0
510,0.5,1.147700271,1.647700271,17799.04183,54964.33543,169732.5934,1.214285714,1.571428571,1.42227553,1.42227553,1.960784314,1.960784314,0.5,0.357142857,0
511,0.5,1.147700271,1.647700271,19398.46839,56746.73609,131925.923,1.214285714,1.571428571,1.444587677,1.444587677,1.62745098,1.62745098,0.5,0.357142857,0
512,0.5,1.147700271,1.647700271,18338.39133,56454.89829,142617.3453,1.285714286,1.642857143,1.442440253,1.442440253,1.725490196,1.725490196,0.5,0.357142857,0
513,0.5,1.147700271,1.647700271,26375.29113,55411.5541,124371.4757,1.428571429,1.714285714,1.42958108,1.42958108,1.568627451,1.568627451,0.5,0.285714286,0
514,0.5,1.147700271,1.647700271,31024.0078,45400.81794,138461.3688,1.214285714,1.785714286,1.298911986,1.298911986,1.784313725,1.784313725,0.5,0.571428571,0
515,0.5,1.147700271,1.647700271,16845.23977,57524.46835,128523.0104,1.285714286,1.714285714,1.452870907,1.452870907,1.588235294,1.588235294,0.5,0.428571429,0
516,0.5,1.147700271,1.647700271,20548.36061,57510.24506,136997.4981,1.285714286,1.642857143,1.448755749,1.448755749,1.666666667,1.666666667,0.5,0.357142857,0
517,0.5,1.147700271,1.647700271,38541.36116,81765.12416,184311.7448,1.142857143,1.714285714,1.690107054,1.690107054,1.862745098,1.862745098,0.5,0.571428571,0
518,0.5,1.147700271,1.647700271,21418.8105,44033.26022,99848.26247,1.285714286,1.785714286,1.280983384,1.280983384,1.431372549,1.431372549,0.5,0.5,0
519,0.5,1.147700271,1.647700271,25132.66292,53669.42338,100137.7087,1.285714286,1.857142857,1.409139038,1.409139038,1.31372549,1.31372549,0.5,0.571428571,0
520,0.5,1.147700271,1.647700271,29403.40475,56160.74989,111975.7521,1.214285714,1.785714286,1.439094196,1.439094196,1.431372549,1.431372549,0.5,0.571428571,0
521,0.5,1.147700271,1.647700271,22752.10594,40021.02078,105015.3694,1.214285714,1.642857143,1.211929854,1.211929854,1.529411765,1.529411765,0.5,0.428571429,0
522,0.5,1.147700271,1.647700271,25007.84933,45476.06474,124963.3178,1.142857143,1.571428571,1.299863306,1.299863306,1.666666667,1.666666667,0.5,0.428571429,0
523,0.5,1.147700271,1.647700271,23716.73173,42270.66336,98085.66561,1.214285714,1.428571429,1.253846032,1.253846032,1.431372549,1.431372549,0.5,0.214285714,0
524,0.5,1.147700271,1.647700271,18240.75072,50405.37649,91878.36653,1.285714286,1.714285714,1.367787969,1.367787969,1.235294118,1.235294118,0.5,0.428571429,0
525,0.5,1.147700271,1.647700271,19920.23662,66008.31948,131002.6681,1.214285714,1.571428571,1.539583725,1.539583725,1.529411765,1.529411765,0.5,0.357142857,0
526,0.5,1.147700271,1.647700271,21993.96193,69068.01134,142140.1763,1.357142857,1.857142857,1.568758122,1.568758122,1.607843137,1.607843137,0.5,0.5,0
527,0.5,1.147700271,1.647700271,35244.91182,49962.08595,127280.1386,1.071428571,1.428571429,1.365317417,1.365317417,1.647058824,1.647058824,0.5,0.357142857,0
528,0.5,1.147700271,1.647700271,23837.75265,49297.80778,103418.1231,1.142857143,1.428571429,1.354407925,1.354407925,1.411764706,1.411764706,0.5,0.285714286,0
529,0.5,1.147700271,1.647700271,18992.95295,47988.54548,141049.0963,1.214285714,1.642857143,1.335452261,1.335452261,1.784313725,1.784313725,0.5,0.428571429,0
530,0.5,1.147700271,1.647700271,18846.08447,43816.08804,96293.53148,1.285714286,1.714285714,1.27692102,1.27692102,1.392156863,1.392156863,0.5,0.428571429,0
531,0.5,1.147700271,1.647700271,41065.74194,73127.64037,127247.9557,1.214285714,1.928571429,1.606905975,1.606905975,1.411764706,1.411764706,0.5,0.714285714,0
532,0.5,1.147700271,1.647700271,24379.86208,41975.04928,110934.9709,1.357142857,1.642857143,1.247509137,1.247509137,1.568627451,1.568627451,0.5,0.285714286,0
533,0.5,1.147700271,1.647700271,19396.9569,48116.16741,129801.4921,1.285714286,1.785714286,1.339159344,1.339159344,1.68627451,1.68627451,0.5,0.5,0
534,0.5,1.147700271,1.647700271,23345.00737,70376.2468,115221.1607,1.214285714,1.714285714,1.587309139,1.587309139,1.078431373,1.078431373,0.5,0.5,0
535,0.5,1.147700271,1.647700271,18878.73802,55274.24999,103155.8931,1.285714286,1.785714286,1.425116284,1.425116284,1.333333333,1.333333333,0.5,0.5,0
536,0.5,1.147700271,1.647700271,25536.49036,46341.11714,141744.6224,1.285714286,1.857142857,1.317445321,1.317445321,1.803921569,1.803921569,0.5,0.571428571,0
537,0.5,1.147700271,1.647700271,21038.98959,45892.59108,101707.5933,1.214285714,1.428571429,1.308132378,1.308132378,1.431372549,1.431372549,0.5,0.214285714,0
538,0.5,1.147700271,1.647700271,32300.79586,67940.26955,129129.5503,1.142857143,1.642857143,1.559617661,1.559617661,1.490196078,1.490196078,0.5,0.5,0
539,0.5,1.147700271,1.647700271,44716.24322,66328.98746,108946.9333,1.142857143,1.785714286,1.549172866,1.549172866,1.254901961,1.254901961,0.5,0.642857143,0
540,0.5,1.147700271,1.647700271,40005.39942,93174.2909,164172.833,1.071428571,1.571428571,1.785104044,1.785104044,1.588235294,1.588235294,0.5,0.5,0
541,0.5,1.147700271,1.647700271,47279.18327,47410.70498,131321.5531,1.071428571,1.642857143,1.328479304,1.328479304,1.705882353,1.705882353,0.5,0.571428571,0
542,0.5,1.147700271,1.647700271,27733.83778,55302.0506,93793.82516,1.142857143,1.571428571,1.428090237,1.428090237,1.176470588,1.176470588,0.5,0.428571429,0
543,0.5,1.147700271,1.647700271,18879.2546,51208.75738,89700.53194,1.285714286,1.714285714,1.378203999,1.378203999,1.176470588,1.176470588,0.5,0.428571429,0
544,0.5,1.147700271,1.647700271,21992.22022,65050.98833,117528.4318,1.357142857,1.785714286,1.535088297,1.535088297,1.392156863,1.392156863,0.5,0.428571429,0
545,0.5,1.147700271,1.647700271,23562.21142,77420.07703,146379.9986,1.214285714,1.714285714,1.65064705,1.65064705,1.568627451,1.568627451,0.5,0.5,0
546,0.5,1.147700271,1.647700271,21835.00607,42824.3306,87942.535,1.285714286,1.5,1.263286583,1.263286583,1.294117647,1.294117647,0.5,0.214285714,0
547,0.5,1.147700271,1.647700271,16888.87259,61743.64748,103216.6375,1.285714286,1.714285714,1.503010163,1.503010163,1.235294118,1.235294118,0.5,0.428571429,0
548,0.5,1.147700271,1.647700271,25164.4099,51856.16515,124928.3301,1.142857143,1.5,1.388055784,1.388055784,1.607843137,1.607843137,0.5,0.357142857,0
549,0.5,1.147700271,1.647700271,20538.67059,67624.20559,179921.1905,1.214285714,1.642857143,1.563077126,1.563077126,1.941176471,1.941176471,0.5,0.428571429,0
550,0.5,1.147700271,1.647700271,20454.36995,45955.4881,112913.4442,1.142857143,1.5,1.311256489,1.311256489,1.549019608,1.549019608,0.5,0.357142857,0
551,0.5,1.147700271,1.647700271,29917.4684,47799.37499,97155.22474,1.071428571,1.357142857,1.336281783,1.336281783,1.352941176,1.352941176,0.5,0.285714286,0
552,0.5,1.147700271,1.647700271,30923.16123,52963.13169,128142.3186,1.071428571,1.357142857,1.402676022,1.402676022,1.62745098,1.62745098,0.5,0.285714286,0
553,0.5,1.147700271,1.647700271,19291.68031,45420.02647,122738.0791,1.214285714,1.642857143,1.301666717,1.301666717,1.647058824,1.647058824,0.5,0.428571429,0
554,0.5,1.147700271,1.647700271,27064.74773,43955.63328,89073.83768,1.357142857,2,1.274004717,1.274004717,1.294117647,1.294117647,0.5,0.642857143,0
555,0.5,1.147700271,1.647700271,22769.90733,47150.99692,152113.0501,1.357142857,1.642857143,1.326680989,1.326680989,1.882352941,1.882352941,0.5,0.285714286,0
556,0.5,1.147700271,1.647700271,25744.55156,44733.06764,88566.96784,1.214285714,1.714285714,1.287174888,1.287174888,1.274509804,1.274509804,0.5,0.5,0
557,0.5,1.147700271,1.647700271,26534.96568,38767.74514,91245.18858,1.142857143,1.571428571,1.183452538,1.183452538,1.392156863,1.392156863,0.5,0.428571429,0
558,0.5,1.147700271,1.647700271,31422.85553,59842.89726,122913.7513,1.142857143,1.642857143,1.475863806,1.475863806,1.509803922,1.509803922,0.5,0.5,0
559,0.5,1.147700271,1.647700271,28493.48442,41634.92429,106629.2729,1.428571429,1.642857143,1.240563558,1.240563558,1.529411765,1.529411765,0.5,0.214285714,0
560,0.5,1.147700271,1.647700271,21071.4383,48436.59747,150983.2181,1.357142857,1.714285714,1.346583687,1.346583687,1.862745098,1.862745098,0.5,0.357142857,0
561,0.5,1.147700271,1.647700271,25799.287,69636.44267,146954.4953,1.142857143,1.571428571,1.580606973,1.580606973,1.647058824,1.647058824,0.5,0.428571429,0
562,0.5,1.147700271,1.647700271,27900.54226,58271.67785,123266.0264,1.071428571,1.357142857,1.464106094,1.464106094,1.529411765,1.529411765,0.5,0.285714286,0
563,0.5,1.147700271,1.647700271,18833.60344,85891.45597,125083.1483,1.285714286,1.642857143,1.724356291,1.724356291,1.137254902,1.137254902,0.5,0.357142857,0
564,0.5,1.147700271,1.647700271,23325.36313,52740.74073,112092.2326,1.142857143,1.5,1.398664848,1.398664848,1.470588235,1.470588235,0.5,0.357142857,0
565,0.5,1.147700271,1.647700271,24267.75453,62882.27759,120441.6842,1.285714286,1.571428571,1.512659029,1.512659029,1.450980392,1.450980392,0.5,0.285714286,0
566,0.5,1.147700271,1.647700271,30983.91997,59297.47116,101915.417,1.285714286,1.428571429,1.472258469,1.472258469,1.254901961,1.254901961,0.5,0.142857143,0
567,0.5,1.147700271,1.647700271,18575.79479,55951.04242,151354.5476,1.214285714,1.642857143,1.437692638,1.437692638,1.803921569,1.803921569,0.5,0.428571429,0
568,0.5,1.147700271,1.647700271,23135.8208,56156.60959,108634.053,1.285714286,1.5,1.439419912,1.439419912,1.392156863,1.392156863,0.5,0.214285714,0
569,0.5,1.147700271,1.647700271,29562.3112,67525.22885,120002.6723,1.214285714,1.785714286,1.552843083,1.552843083,1.392156863,1.392156863,0.5,0.571428571,0
570,0.5,1.147700271,1.647700271,24141.05483,51728.09553,116722.4441,1.142857143,1.5,1.380579444,1.380579444,1.529411765,1.529411765,0.5,0.357142857,0
571,0.5,1.147700271,1.647700271,21526.34153,61022.07917,98680.95917,1.142857143,1.5,1.494578369,1.494578369,1.156862745,1.156862745,0.5,0.357142857,0
572,0.5,1.147700271,1.647700271,20082.28287,50926.03941,113996.8935,1.285714286,1.642857143,1.375962032,1.375962032,1.509803922,1.509803922,0.5,0.357142857,0
573,0.5,1.147700271,1.647700271,18843.20231,40828.02184,103898.8759,1.285714286,1.642857143,1.227251615,1.227251615,1.509803922,1.509803922,0.5,0.357142857,0
574,0.5,1.147700271,1.647700271,25677.53452,58297.07818,142207.9263,1.428571429,1.714285714,1.463677901,1.463677901,1.705882353,1.705882353,0.5,0.285714286,0
575,0.5,1.147700271,1.647700271,30147.92146,57020.68827,116372.1801,1.142857143,1.571428571,1.446569618,1.446569618,1.470588235,1.470588235,0.5,0.428571429,0
576,0.5,1.147700271,1.647700271,34980.08275,59511.85391,100420.4301,1.071428571,1.428571429,1.469040491,1.469040491,1.117647059,1.117647059,0.5,0.357142857,0
577,0.5,1.147700271,1.647700271,24328.2643,50132.12391,129619.3769,1.214285714,1.428571429,1.368051067,1.368051067,1.666666667,1.666666667,0.5,0.214285714,0
578,0.5,1.147700271,1.647700271,22001.29631,48360.75665,96242.39976,1.357142857,1.714285714,1.338887472,1.338887472,1.333333333,1.333333333,0.5,0.357142857,0
579,0.5,1.147700271,1.647700271,23755.06553,56793.60412,149854.155,1.285714286,1.571428571,1.443581908,1.443581908,1.784313725,1.784313725,0.5,0.285714286,0
580,0.5,1.147700271,1.647700271,42088.24403,69275.38382,118631.2336,1.214285714,1.928571429,1.573672767,1.573672767,1.352941176,1.352941176,0.5,0.714285714,0
581,0.5,1.147700271,1.647700271,29703.24138,49325.99958,131011.3243,1.285714286,1.928571429,1.035659083,1.035659083,1.68627451,1.68627451,0.5,0.642857143,0
582,0.5,1.147700271,1.647700271,47068.40251,49381.22728,137820.0138,1.214285714,2,1.358249707,1.358249707,1.745098039,1.745098039,0.5,0.785714286,0
583,0.5,1.147700271,1.647700271,19179.75286,56540.22714,101385.1411,1.285714286,1.785714286,1.435307597,1.435307597,1.078431373,1.078431373,0.5,0.5,0
584,0.5,1.147700271,1.647700271,20162.75837,54741.78087,171992.9122,1.357142857,1.785714286,1.421753734,1.421753734,1.980392157,1.980392157,0.5,0.428571429,0
585,0.5,1.147700271,1.647700271,33885.52218,49328.98128,86987.86128,1.142857143,1.642857143,1.351690624,1.351690624,1.156862745,1.156862745,0.5,0.5,0
586,0.5,1.147700271,1.647700271,33192.81516,49926.46239,150074.1269,1.142857143,1.642857143,1.362088776,1.362088776,1.843137255,1.843137255,0.5,0.5,0
587,0.5,1.147700271,1.647700271,21110.42114,59697.75527,112175.1987,1.214285714,1.642857143,1.47621429,1.47621429,1.392156863,1.392156863,0.5,0.428571429,0
588,0.5,1.147700271,1.647700271,18261.89659,41066.21123,106060.5598,1.285714286,1.714285714,1.228811359,1.228811359,1.529411765,1.529411765,0.5,0.428571429,0
589,0.5,1.147700271,1.647700271,29432.03669,41878.83882,101230.3306,1.214285714,1.785714286,1.238022405,1.238022405,1.470588235,1.470588235,0.5,0.571428571,0
590,0.5,1.147700271,1.647700271,16244.02856,37898.6458,99087.92657,1.214285714,1.571428571,1.161962686,1.161962686,1.490196078,1.490196078,0.5,0.357142857,0
591,0.5,1.147700271,1.647700271,19725.27708,66467.3997,124026.8063,1.285714286,1.785714286,1.542346463,1.542346463,1.450980392,1.450980392,0.5,0.5,0
592,0.5,1.147700271,1.647700271,19916.93152,39601.29464,108561.2162,1.285714286,1.785714286,1.201766805,1.201766805,1.568627451,1.568627451,0.5,0.5,0
593,0.5,1.147700271,1.647700271,26420.70876,70155.16508,124275.4804,1.214285714,1.714285714,1.579799138,1.579799138,1.411764706,1.411764706,0.5,0.5,0
594,0.5,1.147700271,1.647700271,26022.37245,61900.4127,119459.8193,1.285714286,1.428571429,1.496009788,1.496009788,1.450980392,1.450980392,0.5,0.142857143,0
595,0.5,1.147700271,1.647700271,20083.95443,54425.76499,127497.9299,1.285714286,1.714285714,1.423514511,1.423514511,1.607843137,1.607843137,0.5,0.428571429,0
596,0.5,1.147700271,1.647700271,19409.32751,43606.20236,125291.527,1.285714286,1.785714286,1.27618081,1.27618081,1.68627451,1.68627451,0.5,0.5,0
597,0.5,1.147700271,1.647700271,30734.93687,47964.55099,111035.405,1.214285714,1.785714286,1.336605229,1.336605229,1.509803922,1.509803922,0.5,0.571428571,0
598,0.5,1.147700271,1.647700271,41804.60791,68131.91324,122252.2286,1.214285714,1.928571429,1.565784301,1.565784301,1.411764706,1.411764706,0.5,0.714285714,0
599,0.5,1.147700271,1.647700271,20292.60879,50871.42409,93489.36995,1.214285714,1.642857143,1.378552603,1.378552603,1.254901961,1.254901961,0.5,0.428571429,0
600,0.5,1.147700271,1.647700271,38325.42479,72205.2155,113678.2055,1.142857143,1.714285714,1.606483669,1.606483669,1.235294118,1.235294118,0.5,0.571428571,0
601,0.5,1.147700271,1.647700271,21156.04021,91341.88652,140697.7363,1.357142857,1.785714286,1.772642927,1.772642927,1.352941176,1.352941176,0.5,0.428571429,0
602,0.5,1.147700271,1.647700271,27713.66067,39812.45215,99163.94398,1.142857143,1.571428571,1.206857409,1.206857409,1.470588235,1.470588235,0.5,0.428571429,0
603,0.5,1.147700271,1.647700271,38468.72629,45342.21048,84533.90283,1.142857143,1.714285714,1.297225038,1.297225038,1.137254902,1.137254902,0.5,0.571428571,0
604,0.5,1.147700271,1.647700271,33291.70727,67462.26692,130533.121,1.142857143,1.642857143,1.550062278,1.550062278,1.509803922,1.509803922,0.5,0.5,0
605,0.5,1.147700271,1.647700271,24760.5583,73864.05669,133215.5485,1.214285714,1.714285714,1.622149609,1.622149609,1.470588235,1.470588235,0.5,0.5,0
606,0.5,1.147700271,1.647700271,38060.59572,59774.73932,179519.4597,1.142857143,1.714285714,1.473246898,1.473246898,2,2,0.5,0.571428571,0
607,0.5,1.147700271,1.647700271,31758.82835,58662.41555,106544.0587,1.142857143,1.642857143,1.459250492,1.459250492,1.333333333,1.333333333,0.5,0.5,0
608,0.5,1.147700271,1.647700271,23809.8115,63551.55278,112907.4025,1.214285714,1.714285714,1.510041658,1.510041658,1.352941176,1.352941176,0.5,0.5,0
609,0.5,1.147700271,1.647700271,19560.32961,52628.10001,96462.00021,1.285714286,1.785714286,1.396946874,1.396946874,1.274509804,1.274509804,0.5,0.5,0
610,0.5,1.147700271,1.647700271,26097.12082,38350.17407,136116.4312,1.142857143,1.571428571,1.14760626,1.14760626,1.823529412,1.823529412,0.5,0.428571429,0
611,0.5,1.147700271,1.647700271,30885.27166,38762.11266,116080.1653,1.214285714,1.785714286,1.142342085,1.142342085,1.647058824,1.647058824,0.5,0.571428571,0
612,0.5,1.147700271,1.647700271,24580.95341,47949.54519,138688.1178,1.214285714,1.714285714,1.337608836,1.337608836,1.764705882,1.764705882,0.5,0.5,0
613,0.5,1.147700271,1.647700271,29976.34406,81649.58936,191487.8149,1.214285714,1.785714286,1.687656238,1.687656238,1.921568627,1.921568627,0.5,0.571428571,0
614,0.5,1.147700271,1.647700271,22243.19246,41600.13249,100951.6243,1.214285714,1.642857143,1.240510752,1.240510752,1.470588235,1.470588235,0.5,0.428571429,0
615,0.5,1.147700271,1.647700271,30803.44175,44124.8266,82616.60117,1.214285714,1.785714286,1.282913958,1.282913958,1.176470588,1.176470588,0.5,0.571428571,0
616,0.5,1.147700271,1.647700271,54342.3668,57635.95647,120706.8105,1.071428571,1.714285714,1.454265032,1.454265032,1.509803922,1.509803922,0.5,0.642857143,0
617,0.5,1.147700271,1.647700271,38754.09116,60158.91626,172455.9012,1.142857143,1.714285714,1.483385109,1.483385109,1.941176471,1.941176471,0.5,0.571428571,0
618,0.5,1.147700271,1.647700271,24961.32283,50321.50853,101210.0553,1.214285714,1.428571429,1.372195047,1.372195047,1.37254902,1.37254902,0.5,0.214285714,0
619,0.5,1.147700271,1.647700271,23606.06336,43298.54759,94187.09432,1.142857143,1.428571429,1.267035235,1.267035235,1.37254902,1.37254902,0.5,0.285714286,0
620,0.5,1.147700271,1.647700271,28896.96932,59373.70421,111851.1477,1.285714286,1.428571429,1.472951147,1.472951147,1.392156863,1.392156863,0.5,0.142857143,0
621,0.5,1.147700271,1.647700271,42987.19399,70200.45579,187451.5871,1.071428571,1.571428571,1.581153383,1.581153383,1.980392157,1.980392157,0.5,0.5,0
622,0.5,1.147700271,1.647700271,25977.28507,50358.85439,167609.9857,1.142857143,1.571428571,1.357749587,1.357749587,1.980392157,1.980392157,0.5,0.428571429,0
623,0.5,1.147700271,1.647700271,21336.04458,43461.64752,122948.9005,1.357142857,1.785714286,1.271243371,1.271243371,1.666666667,1.666666667,0.5,0.428571429,0
624,0.5,1.147700271,1.647700271,21373.24425,55652.96066,135140.2137,1.357142857,1.785714286,1.424742108,1.424742108,1.666666667,1.666666667,0.5,0.428571429,0
625,0.5,1.147700271,1.647700271,29844.04858,49166.26555,116124.2216,1.214285714,1.785714286,1.354538117,1.354538117,1.549019608,1.549019608,0.5,0.571428571,0
626,0.5,1.147700271,1.647700271,19664.15579,57539.23102,155305.4882,1.214285714,1.642857143,1.451298639,1.451298639,1.823529412,1.823529412,0.5,0.428571429,0
627,0.5,1.147700271,1.647700271,41248.29502,51232.81206,122231.3541,1.071428571,1.571428571,1.382832769,1.382832769,1.588235294,1.588235294,0.5,0.5,0
628,0.5,1.147700271,1.647700271,18466.3858,39264.07275,85732.35803,1.214285714,1.642857143,1.193782551,1.193782551,1.31372549,1.31372549,0.5,0.428571429,0
629,0.5,1.147700271,1.647700271,29090.89321,55335.27233,106223.8191,1.071428571,1.357142857,1.434552546,1.434552546,1.37254902,1.37254902,0.5,0.285714286,0
630,0.5,1.147700271,1.647700271,30588.62279,52041.99084,154588.6115,1.214285714,1.785714286,1.392641685,1.392641685,1.862745098,1.862745098,0.5,0.571428571,0
631,0.5,1.147700271,1.647700271,18600.85656,44117.43808,90585.72335,1.285714286,1.642857143,1.280057483,1.280057483,1.31372549,1.31372549,0.5,0.357142857,0
632,0.5,1.147700271,1.647700271,17522.75647,66729.3549,124288.7615,1.285714286,1.714285714,1.549519591,1.549519591,1.450980392,1.450980392,0.5,0.428571429,0
633,0.5,1.147700271,1.647700271,27901.84604,74764.00392,135953.2847,1.142857143,1.571428571,1.631084112,1.631084112,1.490196078,1.490196078,0.5,0.428571429,0
634,0.5,1.147700271,1.647700271,21224.29151,66852.47821,189100.6476,1.214285714,1.571428571,1.549496113,1.549496113,2.019607843,2.019607843,0.5,0.357142857,0
635,0.5,1.147700271,1.647700271,21263.86092,52073.31145,89732.19145,1.357142857,1.785714286,1.385343466,1.385343466,1.156862745,1.156862745,0.5,0.428571429,0
636,0.5,1.147700271,1.647700271,27713.66067,49151.75147,98507.60122,1.142857143,1.571428571,1.355099435,1.355099435,1.352941176,1.352941176,0.5,0.428571429,0
637,0.5,1.147700271,1.647700271,22316.09666,52776.01316,119733.9693,1.142857143,1.5,1.394794711,1.394794711,1.549019608,1.549019608,0.5,0.357142857,0
638,0.5,1.147700271,1.647700271,17719.37264,40251.24501,157502.3763,1.214285714,1.571428571,1.2137257,1.2137257,1.980392157,1.980392157,0.5,0.357142857,0
639,0.5,1.147700271,1.647700271,24882.38613,57774.43563,135092.4882,1.214285714,1.714285714,1.454322638,1.454322638,1.647058824,1.647058824,0.5,0.5,0
640,0.5,1.147700271,1.647700271,26762.06371,50539.4885,106354.4907,1.142857143,1.571428571,1.371035535,1.371035535,1.431372549,1.431372549,0.5,0.428571429,0
641,0.5,1.147700271,1.647700271,39747.2119,57202.06539,118391.3462,1.142857143,1.714285714,1.449694419,1.449694419,1.490196078,1.490196078,0.5,0.571428571,0
642,0.5,1.147700271,1.647700271,22888.50658,50102.84013,147869.0973,1.214285714,1.714285714,1.365769914,1.365769914,1.823529412,1.823529412,0.5,0.5,0
643,0.5,1.147700271,1.647700271,17220.7024,62701.41632,144386.741,1.214285714,1.571428571,1.507976269,1.507976269,1.68627451,1.68627451,0.5,0.357142857,0
644,0.5,1.147700271,1.647700271,21921.73404,60355.35411,114475.6695,1.357142857,1.928571429,1.487307082,1.487307082,1.411764706,1.411764706,0.5,0.571428571,0
645,0.5,1.147700271,1.647700271,18158.29951,69143.25045,114261.4549,1.285714286,1.714285714,1.576258027,1.576258027,1.294117647,1.294117647,0.5,0.428571429,0
646,0.5,1.147700271,1.647700271,36369.03686,71722.65991,164783.2108,1.214285714,1.857142857,1.58976576,1.58976576,1.784313725,1.784313725,0.5,0.642857143,0
647,0.5,1.147700271,1.647700271,27337.85299,53712.07328,103067.923,1.142857143,1.571428571,1.406083222,1.406083222,1.352941176,1.352941176,0.5,0.428571429,0
648,0.5,1.147700271,1.647700271,41346.51354,64681.35563,125870.6364,1.214285714,1.928571429,1.531263532,1.531263532,1.490196078,1.490196078,0.5,0.714285714,0
649,0.5,1.147700271,1.647700271,19862.70908,53017.01161,108832.0139,1.214285714,1.642857143,1.397650209,1.397650209,1.431372549,1.431372549,0.5,0.428571429,0
650,0.5,1.147700271,1.647700271,20403.9751,43381.25904,97501.57438,1.285714286,1.785714286,1.273140983,1.273140983,1.411764706,1.411764706,0.5,0.5,0
651,0.5,1.147700271,1.647700271,22433.83588,57310.53205,155076.7892,1.285714286,1.571428571,1.453242686,1.453242686,1.823529412,1.823529412,0.5,0.285714286,0
652,0.5,1.147700271,1.647700271,19460.89501,56488.00376,105843.8535,1.214285714,1.5,1.441239384,1.441239384,1.352941176,1.352941176,0.5,0.285714286,0
653,0.5,1.147700271,1.647700271,19231.06344,49237.76995,114232.1185,1.285714286,1.714285714,1.355722729,1.355722729,1.529411765,1.529411765,0.5,0.428571429,0
654,0.5,1.147700271,1.647700271,25811.40987,57967.90442,107323.7542,1.285714286,1.857142857,1.460461301,1.460461301,1.352941176,1.352941176,0.5,0.571428571,0
655,0.5,1.147700271,1.647700271,21422.15625,59646.48021,132718.6452,1.214285714,1.571428571,1.479625976,1.479625976,1.607843137,1.607843137,0.5,0.357142857,0
656,0.5,1.147700271,1.647700271,16487.34083,40563.02454,157814.1558,1.214285714,1.642857143,1.223143607,1.223143607,1.980392157,1.980392157,0.5,0.428571429,0
657,0.5,1.147700271,1.647700271,22603.95117,39126.65754,87008.30065,1.214285714,1.5,1.192854497,1.192854497,1.333333333,1.333333333,0.5,0.285714286,0
658,0.5,1.147700271,1.647700271,22915.94544,47161.87162,110232.7257,1.357142857,1.928571429,1.324255839,1.324255839,1.509803922,1.509803922,0.5,0.571428571,0
659,0.5,1.147700271,1.647700271,20026.63918,65812.43736,134772.359,1.214285714,1.5,1.541232732,1.541232732,1.568627451,1.568627451,0.5,0.285714286,0
660,0.5,1.147700271,1.647700271,24463.81679,52992.18232,123990.7244,1.214285714,1.714285714,1.402900236,1.402900236,1.588235294,1.588235294,0.5,0.5,0
661,0.5,1.147700271,1.647700271,18464.11251,45857.75576,118929.9207,1.214285714,1.5,1.303439885,1.303439885,1.607843137,1.607843137,0.5,0.285714286,0
662,0.5,1.147700271,1.647700271,25950.2455,53709.48013,146770.031,1.214285714,1.714285714,1.409659244,1.409659244,1.784313725,1.784313725,0.5,0.5,0
663,0.5,1.147700271,1.647700271,25374.07078,49444.76315,144848.2684,1.142857143,1.357142857,1.355697286,1.355697286,1.803921569,1.803921569,0.5,0.214285714,0
664,0.5,1.147700271,1.647700271,35700.55472,49984.8055,97866.4486,1.214285714,1.857142857,1.366410223,1.366410223,1.333333333,1.333333333,0.5,0.642857143,0
665,0.5,1.147700271,1.647700271,18091.34678,62348.54885,108816.8341,1.214285714,1.571428571,1.506857174,1.506857174,1.31372549,1.31372549,0.5,0.357142857,0
