lambda=0.5,T=100000,Single_Price=True,Alg.Cx=1,Alg.Cy=0.005,Alg.Cz=4,soft_constraint=False,,,,,,,,
510,0.5,1.147700271,1.647700271,3671.622158,5460.506404,6888.482502,1.482942387,1.793024691,1.536378442,1.536378442,1.108108108,1.108108108,0.5,0.310082305
511,0.5,1.147700271,1.647700271,3683.965383,5641.472192,5926.105668,1.325349794,1.511975309,1.565319729,1.565319729,1.594594595,1.594594595,0.5,0.186625514
512,0.5,1.147700271,1.647700271,3452.904957,5648.001291,5707.386629,1.300109739,1.549835391,1.562812409,1.562812409,1.567567568,1.567567568,0.5,0.249725652
513,0.5,1.147700271,1.647700271,4035.592693,5571.233924,6168.373289,1.169259259,1.322962963,1.215168362,1.215168362,1.621621622,1.621621622,0.5,0.153703704
514,0.5,1.147700271,1.647700271,3936.05639,9499.693409,7025.628572,1.446872428,1.702085048,1.885171056,1.885171056,1.702702703,1.702702703,0.5,0.25521262
515,0.5,1.147700271,1.647700271,5230.639113,5435.349642,6144.154686,1.506703923,1.506703923,1.230193346,1.230193346,1.162162162,1.162162162,0.5,0
516,0.5,1.147700271,1.647700271,5019.419994,6169.74244,5513.361766,1.310306379,1.310306379,1.625644361,1.625644361,1.540540541,1.540540541,0.5,0
517,0.5,1.147700271,1.647700271,4653.017651,5370.55286,4956.852538,1.377475995,1.433786008,1.527349334,1.527349334,1.405405405,1.405405405,0.5,0.056310014
518,0.5,1.147700271,1.647700271,3513.833288,5886.783037,5926.105668,1.239485597,1.441200274,1.183261768,1.183261768,1.594594595,1.594594595,0.5,0.201714678
519,0.5,1.147700271,1.647700271,3222.092239,5508.416379,5926.105668,1.290781893,1.56382716,1.550277098,1.550277098,1.594594595,1.594594595,0.5,0.273045267
520,0.5,1.147700271,1.647700271,3799.699095,5698.006606,5002.586843,1.516550069,1.778621399,1.199544365,1.199544365,1.324324324,1.324324324,0.5,0.262071331
521,0.5,1.147700271,1.647700271,3751.592317,4968.387721,8057.424186,1.373765432,1.626234568,1.428085892,1.428085892,1.783783784,1.783783784,0.5,0.252469136
522,0.5,1.147700271,1.647700271,3957.046191,4928.314029,5382.923622,1.16569273,1.337229081,1.346360437,1.346360437,1.243243243,1.243243243,0.5,0.171536351
523,0.5,1.147700271,1.647700271,5078.102968,5345.667885,5216.212581,1.29154321,1.31973251,1.516287842,1.516287842,1.27027027,1.27027027,0.5,0.0281893
524,0.5,1.147700271,1.647700271,4510.446226,5109.837263,10098.9148,1.600219479,1.84994513,1.474964193,1.474964193,1.918918919,1.918918919,0.5,0.249725652
525,0.5,1.147700271,1.647700271,5339.429253,5374.014457,6433.085584,1.494135802,1.505864198,1.520806425,1.520806425,1.648648649,1.648648649,0.5,0.011728395
526,0.5,1.147700271,1.647700271,4608.873459,7397.04758,5090.004457,1.466358025,1.533641975,1.734010213,1.734010213,1.297297297,1.297297297,0.5,0.067283951
527,0.5,1.147700271,1.647700271,4041.172303,5852.376079,11009.57451,1.35909465,1.461358025,1.5933811,1.5933811,1.972972973,1.972972973,0.5,0.102263374
528,0.5,1.147700271,1.647700271,4431.050781,4930.670005,6888.482502,1.279814815,1.347098765,1.422600988,1.422600988,1.108108108,1.108108108,0.5,0.067283951
529,0.5,1.147700271,1.647700271,4515.603072,6782.134392,6719.178922,1.482674897,1.678216735,1.682235636,1.682235636,1.675675676,1.675675676,0.5,0.195541838
530,0.5,1.147700271,1.647700271,5046.422773,5799.285622,6433.085584,1.444195977,1.444195977,1.185593297,1.185593297,1.648648649,1.648648649,0.5,0
531,0.5,1.147700271,1.647700271,3350.847376,4898.696173,8057.424186,1.238045267,1.444561043,1.354150746,1.354150746,1.783783784,1.783783784,0.5,0.206515775
532,0.5,1.147700271,1.647700271,4065.002922,5841.83207,5091.564556,1.48308642,1.677942387,1.181937151,1.181937151,1.459459459,1.459459459,0.5,0.194855967
533,0.5,1.147700271,1.647700271,7402.893767,5012.939548,5513.361766,1.739722724,1.739722724,1.300662283,1.300662283,1.540540541,1.540540541,0.5,0
534,0.5,1.147700271,1.647700271,4864.030693,4961.265992,5090.004457,1.286193416,1.332215364,1.426200508,1.426200508,1.297297297,1.297297297,0.5,0.046021948
535,0.5,1.147700271,1.647700271,4014.787301,4947.712279,8829.916146,1.262736626,1.386947874,1.418398769,1.418398769,1.837837838,1.837837838,0.5,0.124211248
536,0.5,1.147700271,1.647700271,3302.681157,6021.4573,7025.628572,1.209444444,1.511296296,1.604057401,1.604057401,1.702702703,1.702702703,0.5,0.301851852
537,0.5,1.147700271,1.647700271,3671.146414,5052.925375,5926.105668,1.230843621,1.461364883,1.291725494,1.291725494,1.594594595,1.594594595,0.5,0.230521262
538,0.5,1.147700271,1.647700271,3912.128797,5899.722242,5204.19421,1.34702332,1.479465021,1.588284564,1.588284564,1.486486486,1.486486486,0.5,0.132441701
539,0.5,1.147700271,1.647700271,4951.135048,5179.079314,7025.628572,1.340212845,1.340212845,1.495080856,1.495080856,1.702702703,1.702702703,0.5,0
540,0.5,1.147700271,1.647700271,4229.7876,4909.466866,5090.004457,1.366776406,1.449835391,1.409650714,1.409650714,1.297297297,1.297297297,0.5,0.083058985
541,0.5,1.147700271,1.647700271,4967.145836,5391.522288,5216.212581,1.404114906,1.404114906,1.229435582,1.229435582,1.27027027,1.27027027,0.5,0
542,0.5,1.147700271,1.647700271,3239.66063,6018.070929,5513.361766,1.136337449,1.454650206,1.608925511,1.608925511,1.540540541,1.540540541,0.5,0.318312757
543,0.5,1.147700271,1.647700271,4209.295238,5581.220063,8435.784465,1.166241427,1.335034294,1.558660637,1.558660637,1.810810811,1.810810811,0.5,0.168792867
544,0.5,1.147700271,1.647700271,4130.987616,6510.719536,4952.308113,1.271378601,1.366783265,1.13031589,1.13031589,1.351351351,1.351351351,0.5,0.095404664
545,0.5,1.147700271,1.647700271,4488.162965,5606.543046,11482.19613,1.369794239,1.445308642,1.562302895,1.562302895,2,2,0.5,0.075514403
546,0.5,1.147700271,1.647700271,4156.283709,6023.920769,7351.447387,1.480617284,1.679588477,1.607442531,1.607442531,1.72972973,1.72972973,0.5,0.198971193
547,0.5,1.147700271,1.647700271,3740.268961,5014.011867,5091.564556,1.452633745,1.69824417,1.457243239,1.457243239,1.459459459,1.459459459,0.5,0.245610425
548,0.5,1.147700271,1.647700271,3609.520555,5601.333987,5513.361766,1.158559671,1.365761317,1.561771369,1.561771369,1.540540541,1.540540541,0.5,0.207201646
549,0.5,1.147700271,1.647700271,4532.315007,7044.262614,5591.91287,1.520123457,1.653251029,1.704647115,1.704647115,1.216216216,1.216216216,0.5,0.133127572
550,0.5,1.147700271,1.647700271,4586.351886,4886.232431,10548.25565,1.382962963,1.425555556,1.369520332,1.369520332,1.945945946,1.945945946,0.5,0.042592593
551,0.5,1.147700271,1.647700271,4194.514612,4954.550921,5008.658337,1.080102881,1.279074074,1.323114329,1.323114329,1.432432432,1.432432432,0.5,0.198971193
552,0.5,1.147700271,1.647700271,3966.67392,10542.04523,8829.916146,1.408058985,1.591941015,1.948162503,1.948162503,1.837837838,1.837837838,0.5,0.18388203
553,0.5,1.147700271,1.647700271,3690.347336,5101.80184,11009.57451,1.443580247,1.704279835,1.471801206,1.471801206,1.972972973,1.972972973,0.5,0.260699588
554,0.5,1.147700271,1.647700271,3085.032297,5126.444001,8435.784465,1.304224966,1.543662551,1.48442715,1.48442715,1.810810811,1.810810811,0.5,0.239437586
555,0.5,1.147700271,1.647700271,4245.577444,5410.676528,5345.219824,1.438923182,1.561076818,1.532388056,1.532388056,1.513513514,1.513513514,0.5,0.122153635
556,0.5,1.147700271,1.647700271,3976.525037,5399.256548,5707.386629,1.320411523,1.519382716,1.236633871,1.236633871,1.567567568,1.567567568,0.5,0.198971193
557,0.5,1.147700271,1.647700271,4366.421001,5267.456622,4956.852538,1.374183813,1.43872428,1.255811703,1.255811703,1.405405405,1.405405405,0.5,0.064540466
558,0.5,1.147700271,1.647700271,3781.886129,4891.370764,7025.628572,1.156639232,1.373443073,1.404414721,1.404414721,1.702702703,1.702702703,0.5,0.216803841
559,0.5,1.147700271,1.647700271,4249.954905,6035.986039,11482.19613,1.082846365,1.254382716,1.16568591,1.16568591,2,2,0.5,0.171536351
560,0.5,1.147700271,1.647700271,4250.491354,8358.398844,7351.447387,1.368971193,1.44654321,1.808314678,1.808314678,1.72972973,1.72972973,0.5,0.077572016
561,0.5,1.147700271,1.647700271,3944.904926,5839.021732,5091.564556,1.154444444,1.382222222,1.588076228,1.588076228,1.459459459,1.459459459,0.5,0.227777778
562,0.5,1.147700271,1.647700271,4353.619666,7397.626762,9662.253707,1.505308642,1.663127572,1.735103364,1.735103364,1.891891892,1.891891892,0.5,0.15781893
563,0.5,1.147700271,1.647700271,4134.984314,4941.011666,5091.564556,1.355802469,1.466296296,1.428007353,1.428007353,1.459459459,1.459459459,0.5,0.110493827
564,0.5,1.147700271,1.647700271,3561.943587,8097.323271,4956.852538,1.230020576,1.463285322,1.786584195,1.786584195,1.405405405,1.405405405,0.5,0.233264746
565,0.5,1.147700271,1.647700271,4402.194284,5204.909566,7695.68452,1.176666667,1.293333333,1.259265765,1.259265765,1.756756757,1.756756757,0.5,0.116666667
566,0.5,1.147700271,1.647700271,4769.856031,5440.562313,5382.923622,1.469101509,1.530898491,1.229751939,1.229751939,1.243243243,1.243243243,0.5,0.061796982
567,0.5,1.147700271,1.647700271,3596.452102,4981.609099,8435.784465,1.161989026,1.352043896,1.309163133,1.309163133,1.810810811,1.810810811,0.5,0.19005487
568,0.5,1.147700271,1.647700271,3864.604886,4941.860356,9239.0016,1.346200274,1.480699588,1.431260265,1.431260265,1.864864865,1.864864865,0.5,0.134499314
569,0.5,1.147700271,1.647700271,3367.446959,5805.847037,10548.25565,1.292427984,1.561358025,1.584085337,1.584085337,1.945945946,1.945945946,0.5,0.268930041
570,0.5,1.147700271,1.647700271,4827.082627,7149.63097,5008.658337,1.478703704,1.521296296,1.718872886,1.718872886,1.432432432,1.432432432,0.5,0.042592593
571,0.5,1.147700271,1.647700271,4942.334102,5454.068299,10548.25565,1.419085901,1.419085901,1.227783096,1.227783096,1.945945946,1.945945946,0.5,0
572,0.5,1.147700271,1.647700271,3506.766208,5412.573555,8435.784465,1.456337449,1.695775034,1.527446851,1.527446851,1.810810811,1.810810811,0.5,0.239437586
573,0.5,1.147700271,1.647700271,4267.616653,6729.86873,9662.253707,1.268292181,1.373984911,1.679896418,1.679896418,1.891891892,1.891891892,0.5,0.10569273
574,0.5,1.147700271,1.647700271,4496.7129,5251.814421,11965.47087,1.555919067,1.761748971,1.499829641,1.499829641,2.027027027,2.027027027,0.5,0.205829904
575,0.5,1.147700271,1.647700271,4643.013683,5225.059853,7351.447387,1.366502058,1.450246914,1.254710218,1.254710218,1.72972973,1.72972973,0.5,0.083744856
576,0.5,1.147700271,1.647700271,3701.205602,4913.403825,5707.386629,1.365534979,1.634465021,1.391113626,1.391113626,1.567567568,1.567567568,0.5,0.268930041
577,0.5,1.147700271,1.647700271,4177.826275,5254.786278,5204.19421,1.43069273,1.56930727,1.497590173,1.497590173,1.486486486,1.486486486,0.5,0.13861454
578,0.5,1.147700271,1.647700271,4252.969725,5505.778438,11965.47087,1.172825789,1.308696845,1.545810358,1.545810358,2.027027027,2.027027027,0.5,0.135871056
579,0.5,1.147700271,1.647700271,4111.25128,5201.384976,5002.586843,1.337146776,1.494279835,1.26770115,1.26770115,1.324324324,1.324324324,0.5,0.157133059
580,0.5,1.147700271,1.647700271,4595.199321,5426.830249,5591.91287,1.452640604,1.547359396,1.537562478,1.537562478,1.216216216,1.216216216,0.5,0.094718793
581,0.5,1.147700271,1.647700271,3360.767417,6120.261176,7025.628572,1.13962963,1.441481481,1.614614283,1.614614283,1.702702703,1.702702703,0.5,0.301851852
582,0.5,1.147700271,1.647700271,3318.519243,5088.379514,5002.586843,1.344958848,1.655041152,1.476817656,1.476817656,1.324324324,1.324324324,0.5,0.310082305
583,0.5,1.147700271,1.647700271,3850.661982,5007.981451,6433.085584,1.416975309,1.583024691,1.300906286,1.300906286,1.648648649,1.648648649,0.5,0.166049383
584,0.5,1.147700271,1.647700271,3831.493191,5371.860952,5216.212581,1.162674897,1.349300412,1.528494626,1.528494626,1.27027027,1.27027027,0.5,0.186625514
585,0.5,1.147700271,1.647700271,3585.22347,4902.791086,7025.628572,1.236604938,1.447921811,1.349595824,1.349595824,1.702702703,1.702702703,0.5,0.211316872
586,0.5,1.147700271,1.647700271,3393.250315,5042.869792,5382.923622,1.236193416,1.44888203,1.293440655,1.293440655,1.243243243,1.243243243,0.5,0.212688615
587,0.5,1.147700271,1.647700271,4416.092986,4949.408864,5002.586843,1.274876543,1.358621399,1.41797359,1.41797359,1.324324324,1.324324324,0.5,0.083744856
588,0.5,1.147700271,1.647700271,3177.843696,5049.373827,8435.784465,1.206975309,1.517057613,1.291692279,1.291692279,1.810810811,1.810810811,0.5,0.310082305
589,0.5,1.147700271,1.647700271,4668.658018,4877.258429,7695.68452,1.585685871,1.74899177,1.366272813,1.366272813,1.756756757,1.756756757,0.5,0.163305898
590,0.5,1.147700271,1.647700271,3236.402342,5200.704839,6168.373289,1.216851852,1.494012346,1.499588887,1.499588887,1.621621622,1.621621622,0.5,0.277160494
591,0.5,1.147700271,1.647700271,3293.125634,5421.693936,4937.575382,1.450294925,1.807016461,1.529571829,1.529571829,1.378378378,1.378378378,0.5,0.356721536
592,0.5,1.147700271,1.647700271,3256.837945,5288.997336,4952.308113,1.289135802,1.566296296,1.248232583,1.248232583,1.351351351,1.351351351,0.5,0.277160494
593,0.5,1.147700271,1.647700271,3327.503432,5180.64521,11965.47087,1.34633059,1.65366941,1.497184377,1.497184377,2.027027027,2.027027027,0.5,0.30733882
594,0.5,1.147700271,1.647700271,4750.882516,8440.821036,5707.386629,1.391193416,1.413209877,1.814881591,1.814881591,1.567567568,1.567567568,0.5,0.022016461
595,0.5,1.147700271,1.647700271,4377.707811,5245.403928,6719.178922,1.513539095,1.657640604,1.505867477,1.505867477,1.675675676,1.675675676,0.5,0.144101509
596,0.5,1.147700271,1.647700271,3941.924272,6481.656905,7351.447387,1.338518519,1.492222222,1.6546077,1.6546077,1.72972973,1.72972973,0.5,0.153703704
597,0.5,1.147700271,1.647700271,4307.264036,5156.940916,5091.564556,1.362386831,1.456419753,1.271203662,1.271203662,1.459459459,1.459459459,0.5,0.094032922
598,0.5,1.147700271,1.647700271,3239.66063,6021.947458,11009.57451,1.136337449,1.454650206,1.603041119,1.603041119,1.972972973,1.972972973,0.5,0.318312757
599,0.5,1.147700271,1.647700271,4230.255638,5332.080169,8435.784465,1.402229081,1.597770919,1.245539718,1.245539718,1.810810811,1.810810811,0.5,0.195541838
600,0.5,1.147700271,1.647700271,4022.966751,7981.918892,4937.575382,1.425205761,1.574794239,1.780601259,1.780601259,1.378378378,1.378378378,0.5,0.149588477
601,0.5,1.147700271,1.647700271,3416.028661,4914.989505,7695.68452,1.290781893,1.56382716,1.394016858,1.394016858,1.756756757,1.756756757,0.5,0.273045267
602,0.5,1.147700271,1.647700271,4154.883797,5731.700772,9239.0016,1.269115226,1.372064472,1.579448763,1.579448763,1.864864865,1.864864865,0.5,0.102949246
603,0.5,1.147700271,1.647700271,5116.677986,4976.548243,5090.004457,1.278956526,1.278956526,1.441136502,1.441136502,1.297297297,1.297297297,0.5,0
604,0.5,1.147700271,1.647700271,3254.253672,6154.557814,4956.852538,1.400781893,1.732812071,1.63038782,1.63038782,1.405405405,1.405405405,0.5,0.332030178
605,0.5,1.147700271,1.647700271,3019.619718,5283.245655,7351.447387,1.06377915,1.425987654,1.250471411,1.250471411,1.72972973,1.72972973,0.5,0.362208505
606,0.5,1.147700271,1.647700271,3970.604168,5667.393457,8057.424186,1.344554184,1.483168724,1.566489605,1.566489605,1.783783784,1.783783784,0.5,0.13861454
607,0.5,1.147700271,1.647700271,3990.398534,4904.277768,5204.19421,1.079142661,1.287716049,1.346393408,1.346393408,1.486486486,1.486486486,0.5,0.208573388
608,0.5,1.147700271,1.647700271,4355.795256,6001.963419,5008.658337,1.548237311,1.765041152,1.172392067,1.172392067,1.432432432,1.432432432,0.5,0.216803841
609,0.5,1.147700271,1.647700271,3598.11659,5568.835431,4956.852538,1.315473251,1.526790123,1.212163524,1.212163524,1.405405405,1.405405405,0.5,0.211316872
610,0.5,1.147700271,1.647700271,4085.596623,5110.888547,4952.308113,1.08154321,1.266111111,1.276083636,1.276083636,1.351351351,1.351351351,0.5,0.184567901
611,0.5,1.147700271,1.647700271,3240.6112,5061.348305,5513.361766,1.137983539,1.448065844,1.466397724,1.466397724,1.540540541,1.540540541,0.5,0.310082305
612,0.5,1.147700271,1.647700271,4003.077162,6235.382855,5002.586843,1.355802469,1.466296296,1.638561709,1.638561709,1.324324324,1.324324324,0.5,0.110493827
613,0.5,1.147700271,1.647700271,5029.667129,4965.115487,6719.178922,1.491735254,1.508264746,1.437867698,1.437867698,1.675675676,1.675675676,0.5,0.016529492
614,0.5,1.147700271,1.647700271,3373.320207,7206.907679,6433.085584,1.212736626,1.50361454,1.719920275,1.719920275,1.648648649,1.648648649,0.5,0.290877915
615,0.5,1.147700271,1.647700271,5152.287736,5732.012567,5513.361766,1.47577272,1.47577272,1.192999001,1.192999001,1.540540541,1.540540541,0.5,0
616,0.5,1.147700271,1.647700271,3811.992313,4918.403961,4937.575382,1.255123457,1.404711934,1.337904403,1.337904403,1.378378378,1.378378378,0.5,0.149588477
617,0.5,1.147700271,1.647700271,4086.268606,4902.405842,7351.447387,1.35909465,1.461358025,1.343500669,1.343500669,1.72972973,1.72972973,0.5,0.102263374
618,0.5,1.147700271,1.647700271,3928.543894,5430.726471,6168.373289,1.34702332,1.479465021,1.53068417,1.53068417,1.621621622,1.621621622,0.5,0.132441701
619,0.5,1.147700271,1.647700271,4008.892422,6114.53836,9662.253707,1.319314129,1.521028807,1.613842205,1.613842205,1.891891892,1.891891892,0.5,0.201714678
620,0.5,1.147700271,1.647700271,3216.594228,5207.041741,5707.386629,1.335356653,1.664643347,1.261455172,1.261455172,1.567567568,1.567567568,0.5,0.329286694
621,0.5,1.147700271,1.647700271,4176.551079,5572.677265,5002.586843,1.351138546,1.473292181,1.210611253,1.210611253,1.324324324,1.324324324,0.5,0.122153635
622,0.5,1.147700271,1.647700271,4229.7876,5185.680758,10548.25565,1.366776406,1.449835391,1.498327582,1.498327582,1.945945946,1.945945946,0.5,0.083058985
623,0.5,1.147700271,1.647700271,4457.39067,5443.389448,10548.25565,1.41148834,1.58851166,1.226399567,1.226399567,1.945945946,1.945945946,0.5,0.17702332
624,0.5,1.147700271,1.647700271,5344.13954,5517.303522,5204.19421,1.525761595,1.525761595,1.217549246,1.217549246,1.486486486,1.486486486,0.5,0
625,0.5,1.147700271,1.647700271,5265.55748,4885.331487,5926.105668,1.511557895,1.511557895,1.378239761,1.378239761,1.594594595,1.594594595,0.5,0
626,0.5,1.147700271,1.647700271,4915.491438,5828.880089,11482.19613,1.355755396,1.355755396,1.586669413,1.586669413,2,2,0.5,0
627,0.5,1.147700271,1.647700271,4478.795102,5449.401151,7841.593891,1.375555556,1.436666667,1.541465144,1.541465144,1.054054054,1.054054054,0.5,0.061111111
628,0.5,1.147700271,1.647700271,2863.860071,5113.287978,5002.586843,1.257311385,1.614032922,1.483225225,1.483225225,1.324324324,1.324324324,0.5,0.356721536
629,0.5,1.147700271,1.647700271,3886.664867,4933.433734,5008.658337,1.383367627,1.616632373,1.410587637,1.410587637,1.432432432,1.432432432,0.5,0.233264746
630,0.5,1.147700271,1.647700271,3902.981316,4901.355281,6433.085584,1.256769547,1.400871056,1.409410472,1.409410472,1.648648649,1.648648649,0.5,0.144101509
631,0.5,1.147700271,1.647700271,3688.111734,5801.166606,8057.424186,1.319862826,1.520205761,1.585851737,1.585851737,1.783783784,1.783783784,0.5,0.200342936
632,0.5,1.147700271,1.647700271,4577.023261,5430.667877,6433.085584,1.181193416,1.275226337,1.533807901,1.533807901,1.648648649,1.648648649,0.5,0.094032922
633,0.5,1.147700271,1.647700271,3716.041425,5261.342731,11965.47087,1.328093278,1.507860082,1.252305573,1.252305573,2.027027027,2.027027027,0.5,0.179766804
634,0.5,1.147700271,1.647700271,4949.970718,5451.981398,7025.628572,1.331207863,1.331207863,1.53795989,1.53795989,1.702702703,1.702702703,0.5,0
635,0.5,1.147700271,1.647700271,3256.837945,5100.428099,5382.923622,1.289135802,1.566296296,1.468924091,1.468924091,1.243243243,1.243243243,0.5,0.277160494
636,0.5,1.147700271,1.647700271,3130.733552,8499.513361,7351.447387,1.27048011,1.594279835,1.816023908,1.816023908,1.72972973,1.72972973,0.5,0.323799726
637,0.5,1.147700271,1.647700271,3334.883585,4921.65404,6719.178922,1.293525377,1.559711934,1.41727391,1.41727391,1.675675676,1.675675676,0.5,0.266186557
638,0.5,1.147700271,1.647700271,3759.305039,5959.559884,5008.658337,1.24154321,1.436399177,1.606415173,1.606415173,1.432432432,1.432432432,0.5,0.194855967
639,0.5,1.147700271,1.647700271,4415.089435,5059.221088,5513.361766,1.351412894,1.472880658,1.290618239,1.290618239,1.540540541,1.540540541,0.5,0.121467764
640,0.5,1.147700271,1.647700271,3765.562688,6532.545635,5216.212581,1.319862826,1.520205761,1.660135053,1.660135053,1.27027027,1.27027027,0.5,0.200342936
641,0.5,1.147700271,1.647700271,7299.945266,4892.554102,8057.424186,1.734914156,1.734914156,1.358474569,1.358474569,1.783783784,1.783783784,0.5,0
642,0.5,1.147700271,1.647700271,4438.893004,4988.904337,7351.447387,1.545356653,1.76627572,1.44797524,1.44797524,1.72972973,1.72972973,0.5,0.220919067
643,0.5,1.147700271,1.647700271,3727.882799,4913.616191,5513.361766,1.33138546,1.502921811,1.412648545,1.412648545,1.540540541,1.540540541,0.5,0.171536351
644,0.5,1.147700271,1.647700271,3904.040287,5635.841857,6719.178922,1.421433471,1.578566529,1.564080604,1.564080604,1.675675676,1.675675676,0.5,0.157133059
645,0.5,1.147700271,1.647700271,4215.618414,8023.269752,5926.105668,1.246481481,1.424876543,1.780701984,1.780701984,1.594594595,1.594594595,0.5,0.178395062
646,0.5,1.147700271,1.647700271,4550.726397,5004.884859,7695.68452,1.378847737,1.431728395,1.454439269,1.454439269,1.756756757,1.756756757,0.5,0.052880658
647,0.5,1.147700271,1.647700271,3598.720814,5576.94509,7025.628572,1.361419753,1.638580247,1.213982396,1.213982396,1.702702703,1.702702703,0.5,0.277160494
648,0.5,1.147700271,1.647700271,5226.740416,4981.047619,5591.91287,1.478703704,1.521296296,1.432303455,1.432303455,1.216216216,1.216216216,0.5,0.042592593
649,0.5,1.147700271,1.647700271,4407.991615,5007.351034,5513.361766,1.350041152,1.474938272,1.444934581,1.444934581,1.540540541,1.540540541,0.5,0.124897119
650,0.5,1.147700271,1.647700271,5328.001433,4932.407337,10548.25565,1.296893004,1.307249657,1.424106688,1.424106688,1.945945946,1.945945946,0.5,0.010356653
651,0.5,1.147700271,1.647700271,4773.354597,4934.307389,8435.784465,1.46978738,1.53021262,1.407668008,1.407668008,1.810810811,1.810810811,0.5,0.06042524
652,0.5,1.147700271,1.647700271,4654.424967,6094.847566,10098.9148,1.1839369,1.264252401,1.163171744,1.163171744,1.918918919,1.918918919,0.5,0.080315501
653,0.5,1.147700271,1.647700271,4001.809017,6160.586405,5707.386629,1.463333333,1.691111111,1.620249227,1.620249227,1.567567568,1.567567568,0.5,0.227777778
654,0.5,1.147700271,1.647700271,3630.406283,5073.057219,7025.628572,1.396399177,1.603600823,1.285537424,1.285537424,1.702702703,1.702702703,0.5,0.207201646
655,0.5,1.147700271,1.647700271,4426.021303,4998.704913,10548.25565,1.263559671,1.385027435,1.45129386,1.45129386,1.945945946,1.945945946,0.5,0.121467764
656,0.5,1.147700271,1.647700271,5007.959279,4890.477792,4952.308113,1.467729767,1.532270233,1.392624498,1.392624498,1.351351351,1.351351351,0.5,0.064540466
657,0.5,1.147700271,1.647700271,4222.28595,4953.497343,5008.658337,1.268703704,1.373024691,1.43304712,1.43304712,1.432432432,1.432432432,0.5,0.104320988
658,0.5,1.147700271,1.647700271,5522.721329,4922.440931,8057.424186,1.554691358,1.630205761,1.401768549,1.401768549,1.783783784,1.783783784,0.5,0.075514403
659,0.5,1.147700271,1.647700271,3961.778647,9032.228576,5345.219824,1.386111111,1.613888889,1.852326748,1.852326748,1.513513514,1.513513514,0.5,0.227777778
660,0.5,1.147700271,1.647700271,3744.350254,5164.51722,6719.178922,1.396399177,1.603600823,1.268372832,1.268372832,1.675675676,1.675675676,0.5,0.207201646
661,0.5,1.147700271,1.647700271,5053.164591,4899.480847,6433.085584,1.448681487,1.448681487,1.401551499,1.401551499,1.648648649,1.648648649,0.5,0
662,0.5,1.147700271,1.647700271,4104.194702,6047.059815,5204.19421,1,1.25521262,1.610471265,1.610471265,1.486486486,1.486486486,0.5,0.25521262
663,0.5,1.147700271,1.647700271,3898.438076,8381.640942,6719.178922,1.258415638,1.397030178,1.806441125,1.806441125,1.675675676,1.675675676,0.5,0.13861454
664,0.5,1.147700271,1.647700271,4944.963743,5006.513296,5591.91287,1.375626226,1.375626226,1.454922689,1.454922689,1.216216216,1.216216216,0.5,0
665,0.5,1.147700271,1.647700271,5549.424091,4911.112722,6719.178922,1.536584362,1.642277092,1.410457625,1.410457625,1.675675676,1.675675676,0.5,0.10569273
666,0.5,1.147700271,1.647700271,3292.818978,5185.079905,6719.178922,1.31739369,1.523909465,1.498467421,1.498467421,1.675675676,1.675675676,0.5,0.206515775
667,0.5,1.147700271,1.647700271,3849.893382,5282.487512,7025.628572,1.443580247,1.704279835,1.511053561,1.511053561,1.702702703,1.702702703,0.5,0.260699588
668,0.5,1.147700271,1.647700271,4142.797176,5633.837539,10548.25565,1.356899863,1.464650206,1.559504391,1.559504391,1.945945946,1.945945946,0.5,0.107750343
669,0.5,1.147700271,1.647700271,4311.13976,4878.222597,5204.19421,1.176666667,1.293333333,1.386541938,1.386541938,1.486486486,1.486486486,0.5,0.116666667
670,0.5,1.147700271,1.647700271,3611.860815,4928.317234,7025.628572,1.223436214,1.478648834,1.406048596,1.406048596,1.702702703,1.702702703,0.5,0.25521262
671,0.5,1.147700271,1.647700271,4209.674663,6213.402148,8435.784465,1.265,1.381666667,1.622272621,1.622272621,1.810810811,1.810810811,0.5,0.116666667
672,0.5,1.147700271,1.647700271,3817.234348,5622.545123,7695.68452,1.261502058,1.389828532,1.562830524,1.562830524,1.756756757,1.756756757,0.5,0.128326475
673,0.5,1.147700271,1.647700271,3986.942543,5542.343418,7025.628572,1.402572016,1.597427984,1.557234938,1.557234938,1.702702703,1.702702703,0.5,0.194855967
674,0.5,1.147700271,1.647700271,4023.038893,6349.073637,10548.25565,1.259650206,1.39414952,1.651253847,1.651253847,1.945945946,1.945945946,0.5,0.134499314
675,0.5,1.147700271,1.647700271,4647.200969,5462.265276,10548.25565,1.469444444,1.530555556,1.544568203,1.544568203,1.945945946,1.945945946,0.5,0.061111111
676,0.5,1.147700271,1.647700271,3643.657321,4885.311762,6491.292192,1.150603567,1.397585734,1.374989585,1.374989585,1.135135135,1.135135135,0.5,0.246982167
677,0.5,1.147700271,1.647700271,3822.819338,4929.299194,9662.253707,1.252654321,1.410473251,1.327550641,1.327550641,1.891891892,1.891891892,0.5,0.15781893
678,0.5,1.147700271,1.647700271,4016.625733,5015.154248,5216.212581,1.165967078,1.336131687,1.30239466,1.30239466,1.27027027,1.27027027,0.5,0.170164609
679,0.5,1.147700271,1.647700271,5339.193165,8011.993429,4952.308113,1.517333336,1.517333336,1.777829687,1.777829687,1.351351351,1.351351351,0.5,0
680,0.5,1.147700271,1.647700271,5148.761916,4898.76014,5091.564556,1.274303922,1.274303922,1.401974414,1.401974414,1.459459459,1.459459459,0.5,0
